0	217.3030776	409.9528577	427.0514963	529.4872792	161.5981015	253.7197683	493.4603961	913.6835574	1062.185274	1048.926555	1042.555627	689.3774966	690.3005781	417.2945106	221.5788716	725.1812489	461.9208502	285.6641281	1020.685346	806.8546086	634.1980482	847.362063	517.4820841	368.0568265	471.1543203	399.6506483	460.650997	594.392836	594.6985927	577.5906297	681.6332933	735.4539622	823.9687402	892.9598293	998.7126575	1041.063634	1160.028404	767.3243245	737.9330588	898.4257693	895.6753798	1036.719163	1046.92932	1227.004452	1331.349565	970.6602446	1136.633407
217.3030776	0	201.0183754	210.0883359	312.4824687	197.086698	250.8760261	297.4267524	1130.923664	1278.859463	1263.113258	1253.847184	906.218122	907.2346483	634.5975384	438.8668365	934.6833649	665.2376105	471.4779343	1224.734878	1001.253385	818.0865755	954.3829843	675.4888776	492.9340081	572.7206604	424.6172832	389.9959932	686.5781569	591.3363189	431.8060148	570.7126211	576.3864317	714.2589191	803.6502063	891.2035142	956.3304324	1082.264359	834.3466467	726.3977554	948.9797552	878.728278	1085.060018	1031.324922	1202.243331	1265.580598	1061.341401	1227.92258
409.9528577	201.0183754	0	98.27898772	138.9876088	390.3858151	421.9886678	250.5844544	1316.836074	1470.378807	1458.873428	1451.860186	1090.153783	1098.219863	823.4478476	629.3057037	1133.449879	865.4337814	672.4903801	1425.17471	1202.261437	1018.514566	1130.417655	872.1452812	684.6022976	754.8235392	583.4643401	492.507742	861.5629821	719.9928782	446.2234569	609.3075784	551.6271169	741.7630776	847.2318563	910.9614967	997.2591231	1125.586431	993.2949451	841.0512319	1095.782139	982.3174395	1227.520333	1130.666183	1289.732354	1315.447104	1228.037572	1392.812357
427.0514963	210.0883359	98.27898772	0	109.1790515	368.8379187	378.9143491	152.3066532	1340.712561	1486.943847	1468.277831	1456.174793	1116.261808	1115.868962	844.176718	648.4031402	1136.26209	864.005815	664.246608	1420.671526	1190.57352	1001.733727	1077.152345	845.0479983	651.7901128	710.4343387	525.8824571	413.2763062	809.750713	644.9497584	349.3502943	513.5444953	453.8796991	644.3327752	750.8578306	812.8704516	900.2738822	1028.593137	929.4934217	759.478172	1024.860103	896.3433593	1153.86036	1042.835012	1198.673161	1218.78633	1167.445178	1330.297012
529.4872792	312.4824687	138.9876088	109.1790515	0	478.009845	485.7688946	195.9929446	1442.417877	1591.341776	1574.666494	1563.652814	1216.882651	1219.681965	946.6005831	751.0224839	1243.875927	972.1258977	773.0014646	1529.400406	1299.715439	1110.897062	1177.299934	953.5511929	759.7043687	815.312169	626.1313016	497.8242477	911.3435414	730.8784445	395.3513464	560.719914	465.8503809	679.2992098	791.5410681	838.3863655	936.0012335	1063.44698	1023.566591	836.4306016	1112.632204	965.3047406	1238.439346	1107.434869	1255.264939	1254.827122	1263.053703	1424.21375
161.5981015	197.086698	390.3858151	368.8379187	478.009845	0	92.82603724	386.7290973	1006.376202	1139.040777	1111.438007	1094.45253	790.5565784	773.9340901	516.1254828	330.6674874	774.7568171	500.9813139	298.1916178	1053.476059	821.7898196	633.1739753	760.3872138	481.8102064	296.0139075	377.5129647	254.7947303	299.3945779	494.3434184	443.8115174	431.0887306	522.9392749	591.1661938	664.1715237	731.4198836	838.1076139	879.4856396	998.749134	651.4378517	586.2453773	773.939267	743.6240064	911.8398439	896.04072	1074.276362	1171.232483	871.7180189	1038.681887
253.7197683	250.8760261	421.9886678	378.9143491	485.7688946	92.82603724	0	359.1171946	1055.860086	1178.670819	1143.232992	1120.42908	846.7627542	821.0449834	576.0074658	401.7490939	803.4929975	531.6011336	329.410527	1069.067618	830.3695318	636.899433	709.216495	470.7411985	275.0754174	333.3798617	174.7396652	210.2438521	440.3432586	355.2733857	362.5061047	437.7534883	522.254875	576.8374971	640.3912269	749.2147244	787.6379124	906.3092311	583.4793906	496.6284781	699.3469304	653.4876568	836.158577	806.239288	983.5141091	1078.4116	811.8646524	978.1088286
493.4603961	297.4267524	250.5844544	152.3066532	195.9929446	386.7290973	359.1171946	0	1391.575452	1525.739714	1496.483006	1476.767475	1172.824399	1160.161782	897.7373072	705.4120542	1158.155723	884.5913473	680.8722237	1428.05481	1189.356408	995.4935191	1008.94832	825.6777962	629.4818158	665.8372134	465.386866	313.4599595	749.0170831	544.2737082	202.2458985	368.1010434	302.9167267	494.1861242	602.9726219	661.0463506	750.8369219	879.0365118	844.6375648	643.0382047	925.6539568	769.5238011	1048.443384	911.4630026	1060.532597	1069.779092	1085.341385	1243.404748
913.6835574	1130.923664	1316.836074	1340.712561	1442.417877	1006.376202	1055.860086	1391.575452	0	183.9776384	248.2213709	306.3869199	227.5230135	235.4214196	496.6819246	692.3798621	329.0143939	541.2773369	729.9103474	410.0180907	475.9789945	575.9658895	989.4127261	726.9825083	856.4627752	911.9968233	1061.057707	1231.723362	958.2451502	1196.765571	1415.380538	1451.802929	1572.522823	1566.428786	1582.744817	1710.161143	1695.054495	1778.441324	1099.008173	1297.77529	1221.300479	1415.938313	1314.276035	1521.87605	1688.335014	1893.151922	1116.204545	1212.530301
1062.185274	1278.859463	1470.378807	1486.943847	1591.341776	1139.040777	1178.670819	1525.739714	183.9776384	0	109.1812881	185.4615317	396.618438	372.1590316	647.2343327	841.2327832	389.2992933	648.646603	849.2616312	316.4968924	475.4614023	625.9586705	999.5494435	797.8185776	953.7205433	991.8789022	1160.924253	1339.513684	1017.379487	1275.948096	1530.974074	1550.979583	1684.482987	1656.118678	1660.657304	1789.084199	1761.946765	1835.381134	1135.95647	1362.697464	1245.955699	1466.764568	1323.291328	1558.722603	1715.751006	1934.982416	1113.642393	1187.189014
